timestamp,lap time,stroke count,stroke type
2023-05-01T02:57:28Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T02:57:53Z,00:00:20.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T03:04:09Z,00:00:13.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T03:04:53Z,00:00:13.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T03:07:52Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T03:10:58Z,00:00:09.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T15:10:21Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T17:47:38Z,00:00:54.000,25,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T17:48:42Z,00:00:28.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T17:50:36Z,00:00:36.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T17:51:21Z,00:00:07.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T17:52:45Z,00:00:43.000,21,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T17:55:16Z,00:00:28.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T17:57:22Z,00:00:09.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T17:57:34Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T17:59:22Z,00:00:58.000,27,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T18:04:43Z,00:00:17.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T18:05:18Z,00:00:36.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T18:06:07Z,00:00:07.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T18:07:36Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T18:08:06Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T18:12:15Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T18:17:48Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T19:12:09Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-01T19:37:37Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T02:04:58Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T02:06:24Z,00:00:18.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T02:08:01Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T02:31:44Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T19:37:53Z,00:00:07.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T19:38:07Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T19:43:52Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:11:10Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:11:58Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:13:29Z,00:00:28.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:19:48Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:20:08Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:21:14Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:21:36Z,00:00:23.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:22:16Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:22:45Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:23:06Z,00:00:44.000,17,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:24:13Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:24:52Z,00:00:24.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:25:41Z,00:00:36.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:26:25Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:27:00Z,00:00:35.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:27:53Z,00:00:33.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:30:13Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:30:50Z,00:00:35.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:34:29Z,00:00:36.000,26,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:36:44Z,00:00:17.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:37:17Z,00:00:22.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:40:41Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:42:09Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:43:19Z,00:00:33.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:44:16Z,00:00:19.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:44:47Z,00:00:09.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:45:07Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:46:34Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:47:49Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:48:13Z,00:00:33.000,17,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:53:14Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:53:37Z,00:00:15.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:54:32Z,00:00:41.000,21,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:55:20Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:55:55Z,00:00:32.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:57:04Z,00:00:12.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T22:57:52Z,00:00:21.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:00:30Z,00:00:35.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:02:22Z,00:00:16.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:03:03Z,00:00:37.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:04:02Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:04:40Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:11:12Z,00:00:09.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:13:13Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:14:35Z,00:00:37.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:15:50Z,00:00:15.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:18:54Z,00:00:21.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:22:00Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:22:55Z,00:00:28.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:23:35Z,00:00:37.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:25:06Z,00:00:28.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:28:52Z,00:00:40.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-05-02T23:36:52Z,00:00:23.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
