timestamp,lap time,stroke count,stroke type
2023-06-01T01:56:06Z,00:00:27.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T02:48:35Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T02:49:16Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T03:10:19Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T13:58:56Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T14:51:07Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T14:51:37Z,00:00:09.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T14:52:00Z,00:00:26.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T15:09:34Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T15:11:15Z,00:00:18.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T17:35:30Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T17:37:09Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T17:38:45Z,00:00:28.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T17:49:48Z,00:00:33.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T17:51:00Z,00:00:42.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T17:53:12Z,00:00:45.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T17:54:15Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T17:54:46Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T17:55:09Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T17:59:42Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:00:02Z,00:00:11.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:01:50Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:02:20Z,00:00:19.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:02:54Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:03:20Z,00:00:35.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:04:27Z,00:00:28.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:06:10Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:06:41Z,00:00:34.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:07:30Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:08:47Z,00:00:19.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:09:18Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:09:51Z,00:00:08.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:11:39Z,00:00:10.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:12:56Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:14:56Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:15:42Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:17:16Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:18:57Z,00:00:18.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:19:46Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:21:01Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:21:31Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:22:03Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:23:04Z,00:00:31.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:29:31Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:32:06Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:32:39Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:34:07Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:34:43Z,00:00:23.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T18:37:47Z,00:00:10.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T20:16:29Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T20:18:04Z,00:00:30.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T20:18:45Z,00:00:21.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T20:19:12Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T20:21:31Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T20:22:01Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T20:22:36Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T20:24:14Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T20:25:27Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T20:26:00Z,00:00:26.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T20:26:40Z,00:00:28.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T20:28:46Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-01T21:59:47Z,00:00:22.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T02:20:04Z,00:00:18.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T14:58:31Z,00:00:35.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T17:30:42Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T17:33:47Z,00:00:18.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T17:44:37Z,00:00:40.000,22,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T17:45:23Z,00:00:30.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T17:47:19Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T17:47:56Z,00:00:09.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T17:49:50Z,00:00:10.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T17:50:05Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T17:50:57Z,00:00:17.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2023-06-02T17:51:55Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
